key,group,claim,verdict
dalia|S14|w3820,dalia,Activity levels can cause inaccurate data from wearable devices.,SUPPORTED
dalia|S14|w3820,dalia,Variations in skin tone can cause inaccurate data from wearable devices.,SUPPORTED
dalia|S14|w3820,dalia,PPG technology is not considered fully diagnostic of AF per 2020 ESC Guidelines.,SUPPORTED
dalia|S14|w3820,dalia,PPG technology can underestimate heart rate by up to 10 bpm due to pulse deficits.,SUPPORTED
dalia|S14|w3820,dalia,Algorithms may struggle with distinguishing between different tachyarrhythmias without clinical verification.,SUPPORTED
dalia|S14|w3820,dalia,Algorithms may struggle with detecting spontaneous rhythm conversions without clinical verification.,SUPPORTED
dalia|S14|w3820,dalia,An experienced physician should verify the findings using a standard ECG or 12-lead comparator.,SUPPORTED
dalia|S14|w3820,dalia,Wearable alerts require clinical confirmation before action.,SUPPORTED
dalia|S14|w3820,dalia,The tool is a research decision-support tool.,SUPPORTED
dalia|S14|w3820,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3820,dalia,The tool does not replace clinical judgment.,SUPPORTED
dalia|S2|w364,dalia,The pattern suggests a sympathetic stress response characterized by increased sweat gland activity and reduced skin blood flow to conserve heat.,UNVERIFIABLE
dalia|S2|w364,dalia,EDA peaks can estimate the body's response to stimuli like stress [PMC12635167].,SUPPORTED
dalia|S2|w364,dalia,"Skin temperature drops due to vasoconstriction (reduced skin blood flow) during activities or emotional states, while ambient factors also influence readings [PMC12635167].",SUPPORTED
dalia|S2|w364,dalia,High ambient temperature and humidity can independently elevate baseline conductance levels unrelated to psychological stress [PMC13259440].,SUPPORTED
dalia|S2|w364,dalia,Environmental factors significantly alter these signals.,SUPPORTED
dalia|S2|w364,dalia,Motion artifacts can distort EDA data [PMC13259440][PMC13203100].,SUPPORTED
dalia|S2|w364,dalia,Motion artifacts can distort temperature data [PMC13259440][PMC13203100].,UNVERIFIABLE
dalia|S2|w364,dalia,This is a research decision-support tool.,UNVERIFIABLE
dalia|S2|w364,dalia,This is not a diagnostic device.,UNVERIFIABLE
dalia|S2|w364,dalia,This does not replace clinical judgment.,UNVERIFIABLE
dalia|S13|w3540,dalia,The wrist signal pattern is abrupt and high-amplitude.,UNVERIFIABLE
dalia|S13|w3540,dalia,"An abrupt, high-amplitude pattern suggests a significant sympathetic stress response or motion artifact rather than atrial fibrillation.",UNVERIFIABLE
dalia|S13|w3540,dalia,Elevated electrodermal activity (EDA) indicates sweat responses linked to sympathetic arousal.,UNVERIFIABLE
dalia|S13|w3540,dalia,Smartwatches have high accuracy for detecting atrial fibrillation.,SUPPORTED
dalia|S13|w3540,dalia,The performance of smartwatches can be influenced by signal quality and processing methods.,SUPPORTED
dalia|S13|w3540,dalia,Certain metrics may struggle under dynamic conditions in wearable devices.,SUPPORTED
dalia|S13|w3540,dalia,Verification should include checking if the patient is experiencing stress or moving vigorously.,UNVERIFIABLE
dalia|S13|w3540,dalia,Raw ECG traces should be reviewed to rule out motion artifact before considering arrhythmia alerts.,SUPPORTED
dalia|S13|w3540,dalia,Wearable devices may produce inconclusive recordings during scenarios involving motion artifacts.,SUPPORTED
dalia|S13|w3540,dalia,The tool functions as a research decision-support tool.,UNVERIFIABLE
dalia|S13|w3540,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S13|w3540,dalia,The tool does not replace clinical judgment.,SUPPORTED
dalia|S8|w2233,dalia,The detected pattern suggests a motion artifact rather than true physiological change.,SUPPORTED
dalia|S8|w2233,dalia,The detected pattern suggests poor sensor contact rather than true physiological change.,SUPPORTED
dalia|S8|w2233,dalia,Reduced perfusion indicates the presence of an artifact or poor contact in this context.,UNVERIFIABLE
dalia|S8|w2233,dalia,Elevated skin temperature indicates the presence of an artifact or poor contact in this context.,UNVERIFIABLE
dalia|S8|w2233,dalia,PPG signals are highly susceptible to noise.,SUPPORTED
dalia|S8|w2233,dalia,Noise can reduce the accuracy of monitored parameters.,SUPPORTED
dalia|S8|w2233,dalia,Signal quality is influenced by posture.,SUPPORTED
dalia|S8|w2233,dalia,Standing with an arm hanging alongside yields lower signal quality compared to supine positions.,SUPPORTED
dalia|S8|w2233,dalia,Standing with an arm hanging alongside yields lower signal quality compared to sitting positions where the arm rests in the lap.,SUPPORTED
dalia|S8|w2233,dalia,Supine or sitting positions where the arm rests in the lap yield higher signal quality than standing with an arm hanging alongside.,SUPPORTED
dalia|S8|w2233,dalia,Motion artifacts are common causes for reduced perfusion index signals during activity.,SUPPORTED
dalia|S8|w2233,dalia,Poor positioning is a cause of motion artifact-related reduced perfusion index signals.,SUPPORTED
dalia|S14|w3852,dalia,The detected pattern suggests acute sympathetic arousal.,UNVERIFIABLE
dalia|S14|w3852,dalia,Acute sympathetic arousal likely indicates stress or high engagement rather than simple respiratory distress.,SUPPORTED
dalia|S14|w3852,dalia,Elevated wrist EDA is a direct index of sympathetic nervous system activation and sweat response [PMC12987280].,UNVERIFIABLE
dalia|S14|w3852,dalia,Reduced respiration can occur during tachypnea.,UNVERIFIABLE
dalia|S14|w3852,dalia,Reduced respiration also reflects autonomic shifts where elevated arousal arises from excitement or novelty detection alongside stress [PMC12987280].,UNVERIFIABLE
dalia|S14|w3852,dalia,Multimodal systems integrating EDA with cardiovascular metrics are required to distinguish between stressful states and other arousing conditions like engagement [PMC12987280].,UNVERIFIABLE
dalia|S14|w3852,dalia,The recommendation is to correlate the physiological spike with current activity or context rather than assuming pathology.,UNVERIFIABLE
dalia|S14|w3852,dalia,Examples of relevant activities include exercise or gaming.,SUPPORTED
dalia|S14|w3852,dalia,Monitoring should occur if the pattern persists during rest.,UNVERIFIABLE
dalia|S14|w3852,dalia,Behavioral causes for sympathetic activation should be considered given that these signals index arousal processes broadly [PMC12987280].,UNVERIFIABLE
dalia|S14|w3852,dalia,The tool is a research decision-support tool.,UNVERIFIABLE
dalia|S14|w3852,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3852,dalia,The tool does not replace clinical judgment.,UNVERIFIABLE
dalia|S14|w3903,dalia,The sustained level shift in ECG likely represents sensor artifacts or environmental interference rather than true cardiac pathology.,UNVERIFIABLE
dalia|S14|w3903,dalia,Elevated wrist temperature likely represents sensor artifacts or environmental interference rather than true cardiac pathology.,UNVERIFIABLE
dalia|S14|w3903,dalia,Wearable PPG technology is not diagnostic for atrial fibrillation.,SUPPORTED
dalia|S14|w3903,dalia,Inaccurate data due to poor skin contact can occur with wearable PPG technology.,SUPPORTED
dalia|S14|w3903,dalia,Activity can cause inaccurate data in wearable PPG technology.,SUPPORTED
dalia|S14|w3903,dalia,Variations in skin tone can cause inaccurate data in wearable PPG technology.,SUPPORTED
dalia|S14|w3903,dalia,Sources of inaccuracy in photoplethysmography can lead to misjudgments or missed detections if motion artifacts are not removed from the signal.,SUPPORTED
dalia|S14|w3903,dalia,A traditional 12-lead ECG is considered the gold standard for verifying findings by an experienced physician.,SUPPORTED
dalia|S14|w3903,dalia,Algorithm limitations exist regarding wearable PPG technology.,SUPPORTED
dalia|S14|w3903,dalia,Potential sensor effects include ambient temperature changes.,UNVERIFIABLE
dalia|S14|w3903,dalia,The tool is a research decision-support tool.,UNVERIFIABLE
dalia|S14|w3903,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3903,dalia,The tool does not replace clinical judgment.,SUPPORTED
dalia|S14|w3789,dalia,The detected pattern suggests sympathetic nervous system arousal.,SUPPORTED
dalia|S14|w3789,dalia,Elevated skin conductance is part of the detected state.,SUPPORTED
dalia|S14|w3789,dalia,Reduced respiration is part of the detected state.,SUPPORTED
dalia|S14|w3789,dalia,Electrodermal activity (EDA) serves as a direct index of sympathetic activation.,SUPPORTED
dalia|S14|w3789,dalia,Multimodal frameworks integrate EDA with respiratory metrics to improve accuracy in detecting stress-related dynamics.,SUPPORTED
dalia|S14|w3789,dalia,High ambient temperature can independently elevate tonic skin conductance levels.,SUPPORTED
dalia|S14|w3789,dalia,Elevated tonic skin conductance may contribute to sustained level shifts unrelated to psychological stressors.,SUPPORTED
dalia|S14|w3789,dalia,Environmental conditions such as temperature and humidity should be verified before concluding elevated EDA indicates acute stress.,SUPPORTED
dalia|S14|w3789,dalia,Recent physical activity should be considered before concluding elevated EDA indicates acute stress.,SUPPORTED
dalia|S14|w3789,dalia,Respiration trends should be monitored alongside heart rate variability for a robust assessment of arousal state.,SUPPORTED
dalia|S14|w3789,dalia,Relying on unimodal signals alone is less accurate than using multimodal frameworks.,SUPPORTED
dalia|S14|w3789,dalia,The tool is a research decision-support tool.,UNVERIFIABLE
dalia|S14|w3789,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3789,dalia,The tool does not replace clinical judgment.,UNVERIFIABLE
dalia|S14|w3842,dalia,The anomaly suggests a sudden sympathetic stress response.,UNVERIFIABLE
dalia|S14|w3842,dalia,Elevated skin conductance indicates sweat gland activity.,SUPPORTED
dalia|S14|w3842,dalia,Increased wrist temperature is indicated by the data.,UNVERIFIABLE
dalia|S14|w3842,dalia,Wrist temperature increases may be due to vasodilation or sensor effects.,SUPPORTED
dalia|S14|w3842,dalia,EDA measures sweat gland activity reflecting sympathetic nervous system arousal.,SUPPORTED
dalia|S14|w3842,dalia,Peaks in EDA are event-related responses to stimuli.,SUPPORTED
dalia|S14|w3842,dalia,Skin temperature varies with skin blood flow and ambient conditions.,SUPPORTED
dalia|S14|w3842,dalia,Elevated skin readings can occur independently of psychological stress.,SUPPORTED
dalia|S14|w3842,dalia,High ambient temperature or humidity can raise the tonic baseline conductance.,SUPPORTED
dalia|S14|w3842,dalia,Raised tonic baseline conductance does not necessarily indicate acute stress.,SUPPORTED
dalia|S14|w3842,dalia,Environmental factors such as heat or humidity may cause a rise in readings.,SUPPORTED
dalia|S14|w3842,dalia,The tool is intended for research decision support.,UNVERIFIABLE
dalia|S14|w3842,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3842,dalia,The tool does not replace clinical judgment.,UNVERIFIABLE
dalia|S5|w1262,dalia,The detected anomaly suggests a potential motion artifact rather than true physiological stress.,UNVERIFIABLE
dalia|S5|w1262,dalia,The detected anomaly suggests a potential signal quality issue rather than true physiological stress.,UNVERIFIABLE
dalia|S5|w1262,dalia,High-amplitude PPG spikes are present in the data.,UNVERIFIABLE
dalia|S5|w1262,dalia,Skin conductance is reduced relative to baseline levels.,UNVERIFIABLE
dalia|S5|w1262,dalia,Heart rate is elevated relative to baseline levels.,UNVERIFIABLE
dalia|S5|w1262,dalia,Wrist-worn photoplethysmography (PPG) signals are prone to systematic errors.,SUPPORTED
dalia|S5|w1262,dalia,Parasympathetic-sensitive metrics like RMSSD may be overestimated or biased in PPG data.,UNVERIFIABLE
dalia|S5|w1262,dalia,Bias in parasympathetic-sensitive metrics is particularly likely without rigorous signal-quality assessment and reconstruction steps.,SUPPORTED
dalia|S5|w1262,dalia,Abrupt high-amplitude patterns in PPG often reflect motion artifacts rather than perfusion changes.,SUPPORTED
dalia|S5|w1262,dalia,Wearable ECG devices can yield inconclusive recordings due to algorithm limitations during dynamic conditions.,SUPPORTED
dalia|S5|w1262,dalia,Signal quality should be verified by checking for movement.,SUPPORTED
dalia|S5|w1262,dalia,"If an artifact is suspected, the window should be discarded.",SUPPORTED
dalia|S5|w1262,dalia,The data should not be interpreted as true sympathetic arousal without clinical confirmation.,UNVERIFIABLE
dalia|S5|w1262,dalia,The data should not be interpreted as arrhythmia without clinical confirmation.,SUPPORTED
dalia|S5|w1262,dalia,Measurement should be repeated in a stationary state if artifacts are present.,SUPPORTED
dalia|S5|w1262,dalia,This tool is classified as a research decision-support tool.,UNVERIFIABLE
dalia|S5|w1262,dalia,This tool is not a diagnostic device.,UNVERIFIABLE
dalia|S5|w1262,dalia,This tool does not replace clinical judgment.,SUPPORTED
dalia|S14|w3793,dalia,The detected pattern suggests a sympathetic stress response or motion artifact.,UNVERIFIABLE
dalia|S14|w3793,dalia,Elevated skin conductance is indicated by the detection.,UNVERIFIABLE
dalia|S14|w3793,dalia,Reduced pulse amplitude is indicated by the detection.,UNVERIFIABLE
dalia|S14|w3793,dalia,Wrist EDA was elevated with a z-score of +3.0.,UNVERIFIABLE
dalia|S14|w3793,dalia,An elevated wrist EDA indicates a sweat response associated with sympathetic arousal.,UNVERIFIABLE
dalia|S14|w3793,dalia,BVP may reflect motion artifact or signal quality issues.,SUPPORTED
dalia|S14|w3793,dalia,PPG metrics can be biased by processing methods and dynamic conditions.,SUPPORTED
dalia|S14|w3793,dalia,The recommendation is to verify if the patient is experiencing stress.,UNVERIFIABLE
dalia|S14|w3793,dalia,The recommendation includes repeating measurement after ensuring stillness.,SUPPORTED
dalia|S14|w3793,dalia,Repeating measurement aims to rule out motion artifact.,SUPPORTED
dalia|S14|w3793,dalia,"If symptoms persist, clinical review for arrhythmia screening limitations in dynamic conditions should be considered.",UNVERIFIABLE
dalia|S14|w3793,dalia,This tool is a research decision-support tool.,UNVERIFIABLE
dalia|S14|w3793,dalia,This tool is not a diagnostic device.,UNVERIFIABLE
dalia|S14|w3793,dalia,This tool does not replace clinical judgment.,SUPPORTED
dalia|S1|w103,dalia,The anomaly suggests a sudden sympathetic stress response indicated by high electrodermal activity (EDA).,SUPPORTED
dalia|S1|w103,dalia,Reduced skin blood flow or vasoconstriction is suggested by lower temperature readings.,SUPPORTED
dalia|S1|w103,dalia,Elevated electrodermal activity indicates sweat gland activation.,SUPPORTED
dalia|S1|w103,dalia,Electrodermal activity reflects event-related body responses to stimuli.,SUPPORTED
dalia|S1|w103,dalia,Skin temperature variations reflect changes in skin blood flow.,SUPPORTED
dalia|S1|w103,dalia,Changes in skin blood flow are influenced by thermal regulation.,SUPPORTED
dalia|S1|w103,dalia,High ambient temperatures can independently elevate baseline conductance (tonic SCL).,SUPPORTED
dalia|S1|w103,dalia,Elevated baseline conductance may potentially confound stress detection.,SUPPORTED
dalia|S1|w103,dalia,A drop in temperature could be due to genuine physiological vasoconstriction response.,UNVERIFIABLE
dalia|S1|w103,dalia,A drop in temperature could be an artifact from ambient cooling.,UNVERIFIABLE
dalia|S1|w103,dalia,Motion artifacts are suspected as a potential cause of sharp transients.,SUPPORTED
dalia|S1|w103,dalia,Sharp transients can mimic real stress peaks.,SUPPORTED
dalia|S1|w103,dalia,The tool is described as a research decision-support tool.,UNVERIFIABLE
dalia|S1|w103,dalia,The tool is not a diagnostic device.,UNVERIFIABLE
dalia|S1|w103,dalia,The tool does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|232|w49,mitbih,The detector identified significant deviations in standard ECG features compared to normal sinus rhythm.,SUPPORTED
mitbihv2|232|w49,mitbih,Normal beats are defined by regular rhythms with consistent P waves and specific interval ranges.,SUPPORTED
mitbihv2|232|w49,mitbih,A PR interval range of 120–200 ms defines a normal beat.,SUPPORTED
mitbihv2|232|w49,mitbih,A QRS duration range of 80–120 ms defines a normal beat.,SUPPORTED
mitbihv2|232|w49,mitbih,Deviations from these norms indicate underlying arrhythmias like atrial fibrillation or conduction abnormalities.,SUPPORTED
mitbihv2|232|w49,mitbih,Supraventricular premature beats represent deviations from norm.,SUPPORTED
mitbihv2|232|w49,mitbih,Fusion of ventricular and normal beats represents deviations from norm.,SUPPORTED
mitbihv2|232|w49,mitbih,Wide QRS is an example of a morphological change to review in the flagged window.,SUPPORTED
mitbihv2|232|w49,mitbih,Absent P waves are an example of a morphological change to review in the flagged window.,SUPPORTED
mitbihv2|232|w49,mitbih,Reviewing for morphological changes helps distinguish between noise artifacts and true ectopic activity.,SUPPORTED
mitbihv2|232|w49,mitbih,True ectopic activity requiring clinical follow-up may be present if deviations from norm exist.,SUPPORTED
mitbihv2|232|w49,mitbih,The tool is classified as a research decision-support tool.,SUPPORTED
mitbihv2|232|w49,mitbih,The tool is not a diagnostic device.,UNVERIFIABLE
mitbihv2|232|w49,mitbih,The tool does not replace clinical judgment.,SUPPORTED
wesad|S16|w11,wesad,Simultaneous reduction in wrist skin temperature is detected.,UNVERIFIABLE
wesad|S16|w11,wesad,Reduction in electrodermal activity (EDA) is detected at the same time as the skin temperature change.,UNVERIFIABLE
wesad|S16|w11,wesad,Reduced sympathetic arousal may explain the simultaneous signal changes.,UNVERIFIABLE
wesad|S16|w11,wesad,Motion artifacts may cause potential signal degradation leading to these readings.,SUPPORTED
wesad|S16|w11,wesad,Wearable sensors such as the Empatica E4 use EDA as a marker for sympathetic arousal.,UNVERIFIABLE
wesad|S16|w11,wesad,Skin temperature is used to help interpret thermoregulation in wearable sensors.,SUPPORTED
wesad|S16|w11,wesad,These signals are sensitive to interface conditions.,SUPPORTED
wesad|S16|w11,wesad,Motion artifacts can distort signal morphology [PMC13203100].,SUPPORTED
wesad|S16|w11,wesad,Wrist-worn photoplethysmography (PPG) is often paired with temperature and EDA measurements.,SUPPORTED
wesad|S16|w11,wesad,Wrist-worn PPG is more prone to signal degradation under poor perfusion compared to chest ECG setups.,SUPPORTED
wesad|S16|w11,wesad,Wrist-worn PPG is more prone to signal degradation due to movement compared to chest ECG setups [PMC12789550].,SUPPORTED
wesad|S16|w11,wesad,Artifact contamination in wrist-worn devices is common during motion events [PMC13203100].,SUPPORTED
wesad|S16|w11,wesad,This tool functions as a research decision-support tool.,UNVERIFIABLE
wesad|S16|w11,wesad,This tool is not a diagnostic device.,UNVERIFIABLE
wesad|S16|w11,wesad,This tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S14|w12,wesad,Simultaneous reduction in wrist skin conductance and heart rate variability suggests a potential artifact rather than true physiological stress.,UNVERIFIABLE
wesad|S14|w12,wesad,Known limitations of photoplethysmography (PPG) at the wrist contribute to this interpretation.,SUPPORTED
wesad|S14|w12,wesad,Wrist-worn PPG is prone to motion artifacts compared to electrocardiogram (ECG).,SUPPORTED
wesad|S14|w12,wesad,Wrist-worn PPG experiences signal degradation under poor perfusion conditions compared to ECG.,SUPPORTED
wesad|S14|w12,wesad,Heart rate variability metrics like RMSSD and HF are difficult to recover accurately from wrist PPG due to persistent bias even with advanced processing.,SUPPORTED
wesad|S14|w12,wesad,HRV metrics such as RMSSD and HF serve as parasympathetic indicators.,SUPPORTED
wesad|S14|w12,wesad,Wrist measurements show significantly larger heart rate estimation errors compared to facial or finger sites.,SUPPORTED
wesad|S14|w12,wesad,Larger heart rate estimation errors at the wrist are caused by missed pulse peaks.,SUPPORTED
wesad|S14|w12,wesad,The recommendation is not to interpret simultaneous reduction in skin conductance and HRV as acute stress.,UNVERIFIABLE
wesad|S14|w12,wesad,Signal quality should be verified using motion context from inertial measurement units (IMU).,UNVERIFIABLE
wesad|S14|w12,wesad,Data collected via wrist PPG may be unreliable for parasympathetic metrics without ECG confirmation.,SUPPORTED
wesad|S14|w12,wesad,Monitoring is recommended until signals stabilize or a more reliable site is used if clinically necessary.,UNVERIFIABLE
wesad|S14|w12,wesad,The tool functions as a research decision-support tool and not as a diagnostic device.,UNVERIFIABLE
wesad|S14|w12,wesad,This output does not replace clinical judgment.,UNVERIFIABLE
wesad|S5|w20,wesad,A simultaneous drop in wrist temperature and skin conductance suggests reduced sympathetic arousal or peripheral vasoconstriction.,UNVERIFIABLE
wesad|S5|w20,wesad,Reduced sympathetic arousal or peripheral vasoconstriction can occur during relaxation.,UNVERIFIABLE
wesad|S5|w20,wesad,"Motion artifacts may affect sensor accuracy, causing a simultaneous drop in wrist temperature and skin conductance.",UNVERIFIABLE
wesad|S5|w20,wesad,Wrist-worn PPG signals are more prone to degradation than ECG signals.,SUPPORTED
wesad|S5|w20,wesad,Wrist-worn PPG signals are more prone to motion artifacts than ECG signals.,SUPPORTED
wesad|S5|w20,wesad,Signal drops in wrist-worn PPG can mimic physiological changes like reduced skin conductance or temperature shifts.,UNVERIFIABLE
wesad|S5|w20,wesad,Skin temperature is sometimes used alongside electrodermal activity (EDA) to capture stress-related vasoconstriction.,SUPPORTED
wesad|S5|w20,wesad,Systematic assessments of multimodal approaches are limited.,SUPPORTED
wesad|S5|w20,wesad,Multimodal approaches often yield higher accuracy than single signals for capturing stress-related vasoconstriction.,SUPPORTED
wesad|S5|w20,wesad,Wrist-based PPG is less reliable in ambulatory settings than ECG.,SUPPORTED
wesad|S13|w21,wesad,The detected pattern suggests a transient arrhythmia.,SUPPORTED
wesad|S13|w21,wesad,An electrical heartbeat occurred during the event.,UNVERIFIABLE
wesad|S13|w21,wesad,The electrical heartbeat did not generate a detectable peripheral pulse.,SUPPORTED
wesad|S13|w21,wesad,ECG captures direct cardiac electrical activity.,SUPPORTED
wesad|S13|w21,wesad,PPG measures blood volume.,SUPPORTED
wesad|S13|w21,wesad,Non-perfusing ectopic beats do not produce sufficient peripheral pulses.,SUPPORTED
wesad|S13|w21,wesad,Optical methods may follow dampened hemodynamic trends during arrhythmic events like ectopic beats.,SUPPORTED
wesad|S13|w21,wesad,Hypertension is a condition linked to increased ectopic activity.,SUPPORTED
wesad|S13|w21,wesad,Increased ectopic activity may cause signal disparities in certain patient groups.,SUPPORTED
ptbxl|5810,ptbxl,The detected anomaly indicates significant signal distortion rather than a specific arrhythmia like atrial fibrillation in the short window analyzed.,UNVERIFIABLE
ptbxl|5810,ptbxl,The detected anomaly indicates significant noise (high standard deviation) rather than a specific arrhythmia like atrial fibrillation in the short window analyzed.,UNVERIFIABLE
ptbxl|5810,ptbxl,High statistical deviations suggest artifacts are present.,UNVERIFIABLE
ptbxl|5810,ptbxl,"Guidelines note that ""Unclassifiable beat"" categories include beats with irregular morphologies due to noise requiring further investigation.",SUPPORTED
ptbxl|5810,ptbxl,Preprocessing steps like denoising are standard practice to remove interference before analysis.,SUPPORTED
ptbxl|5810,ptbxl,Verification of signal quality is recommended.,SUPPORTED
ptbxl|5810,ptbxl,Checking for motion artifacts is recommended.,UNVERIFIABLE
ptbxl|5810,ptbxl,Checking for baseline wander is recommended.,SUPPORTED
ptbxl|5810,ptbxl,This event should not be interpreted as a confirmed arrhythmia without visual confirmation.,UNVERIFIABLE
ptbxl|5810,ptbxl,The tool functions as a research decision-support tool.,UNVERIFIABLE
ptbxl|5810,ptbxl,The tool is not a diagnostic device.,UNVERIFIABLE
ptbxl|5810,ptbxl,The tool does not replace clinical judgment.,UNVERIFIABLE
wesad|S13|w16,wesad,Elevated wrist temperature suggests sympathetic arousal consistent with stress physiology [PMC12789550].,UNVERIFIABLE
wesad|S13|w16,wesad,Increased skin conductance suggests sympathetic arousal consistent with stress physiology [PMC12789550].,SUPPORTED
wesad|S13|w16,wesad,An ECG mean of zero may indicate signal degradation due to motion artifacts or poor electrode contact common in wearables [PMC13203100].,UNVERIFIABLE
wesad|S13|w16,wesad,Signal degradation from motion artifacts or poor electrode contact can render HRV metrics unreliable under these conditions.,SUPPORTED
wesad|S13|w16,wesad,Wearable biosignals like PPG and EDA are prone to noise from movement and interface changes [PMC13203100].,SUPPORTED
wesad|S13|w16,wesad,A zero-value ECG reading alongside elevated skin signals warrants checking for motion artifacts or contact issues [PMC13203100].,UNVERIFIABLE
wesad|S13|w16,wesad,Multimodal approaches often yield better accuracy than single-signal methods in anxiety detection contexts [PMC12789550].,SUPPORTED
wesad|S13|w16,wesad,Signal quality assessment is essential before clinical interpretation [PMC13203100].,UNVERIFIABLE
wesad|S13|w16,wesad,The tool should be used to verify sensor contact and minimize motion.,UNVERIFIABLE
wesad|S13|w16,wesad,"If artifacts persist, the current window may be insufficient for reliable stress inference.",UNVERIFIABLE
wesad|S13|w16,wesad,Context is insufficient to confirm true physiological arousal without validated HRV data.,UNVERIFIABLE
wesad|S13|w16,wesad,This research decision-support tool is not a diagnostic device [PMC13203100].,UNVERIFIABLE
wesad|S13|w16,wesad,The tool does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|200|w6,mitbih,The anomaly suggests a potential arrhythmia or conduction abnormality.,SUPPORTED
mitbihv2|200|w6,mitbih,The detector identified nearly 60% of beats in this short window as deviating from normal patterns.,UNVERIFIABLE
mitbihv2|200|w6,mitbih,Automated systems detect abnormalities like atrial fibrillation and ventricular tachycardia by identifying irregular rhythms.,SUPPORTED
mitbihv2|200|w6,mitbih,Automated systems detect abnormalities like atrial fibrillation and ventricular tachycardia by identifying morphological differences.,SUPPORTED
mitbihv2|200|w6,mitbih,Models can struggle with noise or artifacts that mimic these conditions [PMC12346745].,SUPPORTED
mitbihv2|200|w6,mitbih,Normal beats typically show regular rhythm.,SUPPORTED
mitbihv2|200|w6,mitbih,Normal beats typically show consistent P waves.,SUPPORTED
mitbihv2|200|w6,mitbih,Anomalies may present as premature beats without preceding P waves.,SUPPORTED
mitbihv2|200|w6,mitbih,Anomalies may present as wide QRS complexes [PMC12031393].,SUPPORTED
mitbihv2|200|w6,mitbih,"The recommendation is to review the raw ECG trace for noise, motion artifacts, or true ectopic beats.",SUPPORTED
mitbihv2|200|w6,mitbih,The recommendation is to correlate findings with patient symptoms.,UNVERIFIABLE
mitbihv2|200|w6,mitbih,"If uncertainty remains regarding rhythm irregularity, a standard 12-lead ECG should be recommended for confirmation per clinical guidelines on arrhythmia detection [PMC12731301].",UNVERIFIABLE
mitbihv2|200|w6,mitbih,This tool is a research decision-support tool.,UNVERIFIABLE
mitbihv2|200|w6,mitbih,This tool is not a diagnostic device.,UNVERIFIABLE
mitbihv2|200|w6,mitbih,This tool does not replace clinical judgment.,SUPPORTED
ptbxl|20865,ptbxl,"The high anomaly score suggests an irregular rhythm or morphological deviation such as ectopic beats, noise artifacts, or potential arrhythmia like atrial fibrillation.",SUPPORTED
ptbxl|20865,ptbxl,Abnormalities manifest as alterations in waveform morphology and rhythmic patterns.,SUPPORTED
ptbxl|20865,ptbxl,Specific beat classes include premature ventricular contractions characterized by wide QRS complexes.,SUPPORTED
ptbxl|20865,ptbxl,Unclassifiable beats can occur due to noise.,SUPPORTED
ptbxl|20865,ptbxl,Multi-lead analysis is crucial for accurate lesion localization.,SUPPORTED
ptbxl|20865,ptbxl,Single-lead data can still indicate rhythm disturbances like atrial fibrillation.,UNVERIFIABLE
ptbxl|20865,ptbxl,Review the Lead I trace visually to distinguish between true arrhythmia and signal artifacts.,UNVERIFIABLE
ptbxl|20865,ptbxl,True arrhythmia may present as irregular R-R intervals.,SUPPORTED
ptbxl|20865,ptbxl,Correlate findings with patient symptoms if available.,UNVERIFIABLE
ptbxl|20865,ptbxl,This is a research decision-support tool.,UNVERIFIABLE
ptbxl|20865,ptbxl,This system is not a diagnostic device.,UNVERIFIABLE
ptbxl|20865,ptbxl,This system does not replace clinical judgment.,UNVERIFIABLE
mitbihv2|200|w48,mitbih,The anomaly indicates a significant deviation from normal sinus rhythm morphology or timing in over half of the beats within this 30-second window [PMC12031393].,UNVERIFIABLE
mitbihv2|200|w48,mitbih,Normal beats are defined by regular rhythm and consistent P waves [PMC12031393].,SUPPORTED
mitbihv2|200|w48,mitbih,The mean z-score is +1.1 [PMC12031393].,UNVERIFIABLE
mitbihv2|200|w48,mitbih,The standard deviation is +2.0 (z=+2.0) [PMC12031393].,UNVERIFIABLE
mitbihv2|200|w48,mitbih,"Deviations in morphology or timing are typical of supraventricular premature beats, fusion beats, or unclassifiable artifacts [PMC12031393].",SUPPORTED
mitbihv2|200|w48,mitbih,Deep learning models flag these deviations to reduce subjectivity and improve consistency in waveform interpretation [PMC13194003].,SUPPORTED
mitbihv2|200|w48,mitbih,The recommendation is to review the flagged segment for specific waveforms such as wide QRS or absent P waves [PMC12031393].,SUPPORTED
mitbihv2|200|w48,mitbih,Wide QRS or absent P waves may match known arrhythmia classes like premature ventricular contractions or fusion beats [PMC12031393].,SUPPORTED
mitbihv2|200|w48,mitbih,The tool should be correlated with patient symptoms and history to determine clinical significance before assigning a pathological label.,UNVERIFIABLE
mitbihv2|200|w48,mitbih,This is a research decision-support tool [Disclaimer].,UNVERIFIABLE
