subject,window_idx,query_v2,flag_if,flag_lof,score_if,score_lof,z_ecg,z_resp,z_bvp,z_wrist_eda,z_wrist_temp,top2
5,1266,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+4.4 vs subject baseline, mean=17.92) reduced resp (z=-1.5 vs subject baseline, mean=-0.28) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=0.00, bvp mean=-1.24, wrist_temp mean=34.36.",True,False,0.5391,1.1376,0.381,-1.458,-0.923,4.387,0.998,"wrist_eda,resp"
5,1267,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-6.3 vs subject baseline, mean=-1.26) elevated wrist_eda (z=+3.3 vs subject baseline, mean=15.63) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=1.93, wrist_temp mean=34.54.",True,False,0.5471,1.1954,0.829,-6.287,1.485,3.251,1.197,"resp,wrist_eda"
5,1268,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+2.9 vs subject baseline, mean=14.97) reduced resp (z=-1.9 vs subject baseline, mean=-0.37) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=-0.00, bvp mean=-0.68, wrist_temp mean=34.62.",True,False,0.5438,1.1792,-1.425,-1.895,-0.498,2.922,1.288,"wrist_eda,resp"
5,1269,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+3.1 vs subject baseline, mean=15.39) elevated wrist_temp (z=+1.4 vs subject baseline, mean=34.74) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.11, bvp mean=0.68.",True,False,0.5345,1.1954,-0.025,0.445,0.534,3.129,1.431,"wrist_eda,wrist_temp"
5,1270,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+3.5 vs subject baseline, mean=16.14) elevated wrist_temp (z=+1.6 vs subject baseline, mean=34.91) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=-0.00, resp mean=-0.14, bvp mean=-0.08.",True,False,0.5101,1.1464,-0.415,-0.759,-0.043,3.501,1.616,"wrist_eda,wrist_temp"
5,1271,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.8 vs subject baseline, mean=14.76) elevated wrist_temp (z=+1.7 vs subject baseline, mean=34.95) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=-0.22, bvp mean=-0.52.",True,True,0.5416,1.3144,0.734,-1.175,-0.376,2.819,1.663,"wrist_eda,wrist_temp"
5,1272,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-3.3 vs subject baseline, mean=-0.01) elevated wrist_eda (z=+2.7 vs subject baseline, mean=14.62) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=0.02, bvp mean=3.25, wrist_temp mean=34.86.",True,False,0.5686,1.2873,-3.303,0.023,2.484,2.745,1.564,"ecg,wrist_eda"
5,1273,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-5.3 vs subject baseline, mean=-6.96) elevated wrist_eda (z=+2.4 vs subject baseline, mean=14.00) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=-0.33, wrist_temp mean=34.55.",True,True,0.5572,1.6867,0.632,-1.697,-5.252,2.438,1.216,"bvp,wrist_eda"
5,1274,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+3.5 vs subject baseline, mean=4.55) elevated wrist_eda (z=+2.4 vs subject baseline, mean=13.84) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=-0.00, resp mean=-0.35, wrist_temp mean=34.20.",True,True,0.4999,1.5015,-0.629,-1.841,3.464,2.362,0.815,"bvp,wrist_eda"
5,1276,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+3.7 vs subject baseline, mean=16.54) elevated wrist_temp (z=+0.7 vs subject baseline, mean=34.10) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=-0.08, bvp mean=0.38.",True,False,0.5008,1.2347,0.163,-0.475,0.306,3.702,0.699,"wrist_eda,wrist_temp"
5,1277,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+3.3 vs subject baseline, mean=15.78) reduced bvp (z=-0.7 vs subject baseline, mean=-0.90) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=-0.00, resp mean=0.02, wrist_temp mean=34.05.",True,False,0.5148,1.2615,-0.231,-0.014,-0.664,3.322,0.64,"wrist_eda,bvp"
5,1278,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.5 vs subject baseline, mean=14.17) reduced ecg (z=-1.9 vs subject baseline, mean=-0.00) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.01, bvp mean=1.16, wrist_temp mean=33.97.",True,False,0.5053,1.248,-1.912,-0.034,0.901,2.526,0.555,"wrist_eda,ecg"
5,1312,"Biosignal window flagged by the LOF anomaly detector. Deviating channels are only mildly unusual vs this subject's baseline. elevated wrist_temp (z=+0.6 vs subject baseline, mean=34.01) reduced wrist_eda (z=-0.4 vs subject baseline, mean=8.24) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=-0.00, bvp mean=0.06.",False,True,0.4832,1.5437,0.183,-0.112,0.067,-0.426,0.601,"wrist_temp,wrist_eda"
5,1329,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-1.1 vs subject baseline, mean=-0.00) elevated bvp (z=+1.0 vs subject baseline, mean=1.30) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: resp mean=-0.01, wrist_eda mean=11.06, wrist_temp mean=33.40.",False,True,0.4936,1.2989,-1.096,-0.122,1.008,0.978,-0.098,"ecg,bvp"
5,1381,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+2.8 vs subject baseline, mean=3.66) elevated wrist_temp (z=+1.1 vs subject baseline, mean=34.45) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=-0.00, resp mean=-0.07, wrist_eda mean=8.80.",False,True,0.4785,1.529,-1.091,-0.412,2.795,-0.148,1.094,"bvp,wrist_temp"
5,1422,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced wrist_temp (z=-3.3 vs subject baseline, mean=30.60) reduced resp (z=-1.9 vs subject baseline, mean=-0.36) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: ecg mean=-0.00, bvp mean=-0.25, wrist_eda mean=9.22.",True,False,0.5124,1.1395,-0.711,-1.888,-0.171,0.065,-3.279,"wrist_temp,resp"
5,1451,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+2.3 vs subject baseline, mean=0.48) elevated ecg (z=+2.1 vs subject baseline, mean=0.00) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: bvp mean=-1.33, wrist_eda mean=9.97, wrist_temp mean=33.15.",False,True,0.4958,1.4603,2.122,2.279,-0.991,0.437,-0.376,"resp,ecg"
5,1473,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-3.3 vs subject baseline, mean=-0.01) reduced wrist_temp (z=-1.2 vs subject baseline, mean=32.47) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.18, bvp mean=-0.00, wrist_eda mean=9.86.",True,False,0.5098,1.0777,-3.305,0.813,0.019,0.382,-1.155,"ecg,wrist_temp"
6,1485,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a moderate shift from this subject's baseline. reduced wrist_temp (z=-1.3 vs subject baseline, mean=31.76) reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.16) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=0.04, bvp mean=0.28.",False,True,0.4403,1.4168,-0.586,0.026,0.363,-1.2,-1.339,"wrist_temp,wrist_eda"
6,1486,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a moderate shift from this subject's baseline. reduced wrist_temp (z=-1.3 vs subject baseline, mean=31.84) reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.17) Relevant topics: skin temperature thermal perfusion vasomotor ambient temperature sensor effects electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=0.16, bvp mean=0.35.",False,True,0.4175,1.3104,-0.32,0.679,0.44,-1.199,-1.276,"wrist_temp,wrist_eda"
6,1496,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a moderate shift from this subject's baseline. reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.13) reduced wrist_temp (z=-1.0 vs subject baseline, mean=32.19) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.09, bvp mean=-0.47.",False,True,0.4641,1.31,-0.369,0.261,-0.49,-1.205,-1.01,"wrist_eda,wrist_temp"
6,1497,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.13) reduced wrist_temp (z=-1.0 vs subject baseline, mean=32.19) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.03, bvp mean=-0.04.",False,True,0.4934,1.3357,-0.177,-0.054,-0.003,-1.205,-1.007,"wrist_eda,wrist_temp"
6,1500,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+1.5 vs subject baseline, mean=0.30) reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.13) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=0.23, wrist_temp mean=32.23.",False,True,0.4883,1.5147,-0.296,1.451,0.307,-1.205,-0.979,"resp,wrist_eda"
6,1514,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+1.5 vs subject baseline, mean=0.31) reduced wrist_eda (z=-1.2 vs subject baseline, mean=0.14) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=-0.19, wrist_temp mean=32.34.",False,True,0.4458,1.3993,-0.186,1.486,-0.175,-1.203,-0.891,"resp,wrist_eda"
6,1527,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show a moderate shift from this subject's baseline. elevated ecg (z=+1.5 vs subject baseline, mean=0.01) reduced wrist_temp (z=-1.1 vs subject baseline, mean=32.04) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.13, bvp mean=-0.88, wrist_eda mean=14.62.",True,True,0.529,1.3215,1.499,0.529,-0.955,0.924,-1.122,"ecg,wrist_temp"
6,1529,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+1.5 vs subject baseline, mean=18.84) reduced wrist_temp (z=-1.2 vs subject baseline, mean=31.98) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: ecg mean=0.00, resp mean=0.21, bvp mean=0.24.",True,False,0.5001,1.1991,-0.251,0.951,0.319,1.545,-1.166,"wrist_eda,wrist_temp"
6,1534,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced resp (z=-3.1 vs subject baseline, mean=-0.51) elevated wrist_eda (z=+1.7 vs subject baseline, mean=20.18) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=1.43, wrist_temp mean=31.68.",True,False,0.5,1.1556,-0.05,-3.054,1.661,1.742,-1.402,"resp,wrist_eda"
6,1542,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated bvp (z=+3.2 vs subject baseline, mean=2.77) elevated wrist_eda (z=+1.1 vs subject baseline, mean=15.92) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.01, resp mean=0.05, wrist_temp mean=32.46.",True,False,0.5005,1.0733,0.363,0.071,3.173,1.115,-0.796,"bvp,wrist_eda"
6,1562,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+1.1 vs subject baseline, mean=15.71) elevated ecg (z=+0.4 vs subject baseline, mean=0.01) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.07, bvp mean=0.09, wrist_temp mean=33.57.",True,True,0.5266,1.3078,0.432,0.166,0.146,1.085,0.061,"wrist_eda,ecg"
6,1574,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced ecg (z=-2.0 vs subject baseline, mean=-0.01) reduced wrist_eda (z=-0.6 vs subject baseline, mean=4.51) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: resp mean=0.13, bvp mean=-0.28, wrist_temp mean=34.00.",False,True,0.4142,1.3897,-2.006,0.508,-0.28,-0.561,0.397,"ecg,wrist_eda"
6,1579,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated resp (z=+1.8 vs subject baseline, mean=0.36) elevated bvp (z=+0.7 vs subject baseline, mean=0.60) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, wrist_eda mean=8.79, wrist_temp mean=34.07.",True,False,0.5005,1.2052,-0.503,1.793,0.719,0.067,0.452,"resp,bvp"
6,1582,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-0.8 vs subject baseline, mean=-0.00) elevated wrist_temp (z=+0.4 vs subject baseline, mean=34.00) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation skin temperature thermal perfusion vasomotor ambient temperature sensor effects. Other readings: resp mean=0.08, bvp mean=0.13, wrist_eda mean=8.80.",False,True,0.4648,1.3697,-0.815,0.197,0.188,0.069,0.396,"ecg,wrist_temp"
6,1584,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced ecg (z=-0.9 vs subject baseline, mean=-0.00) reduced resp (z=-0.5 vs subject baseline, mean=-0.05) Relevant topics: electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation respiration rate breathing pattern tachypnea bradypnea ventilation. Other readings: bvp mean=-0.16, wrist_eda mean=8.13, wrist_temp mean=33.91.",False,True,0.4324,1.3333,-0.878,-0.482,-0.139,-0.029,0.328,"ecg,resp"
6,1586,"Biosignal window flagged by the LOF anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-6.9 vs subject baseline, mean=-1.20) elevated wrist_eda (z=+1.1 vs subject baseline, mean=15.96) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=-0.98, wrist_temp mean=33.84.",False,True,0.4806,1.3298,0.222,-6.917,-1.071,1.121,0.272,"resp,wrist_eda"
6,1587,"Biosignal window flagged by both anomaly detectors (Isolation Forest and LOF). Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced resp (z=-4.3 vs subject baseline, mean=-0.74) elevated wrist_eda (z=+1.8 vs subject baseline, mean=20.73) Relevant topics: respiration rate breathing pattern tachypnea bradypnea ventilation electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, bvp mean=0.17, wrist_temp mean=33.66.",True,True,0.5186,1.307,-0.394,-4.339,0.238,1.822,0.128,"resp,wrist_eda"
6,1589,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+3.1 vs subject baseline, mean=29.23) elevated bvp (z=+0.1 vs subject baseline, mean=0.04) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=0.03, wrist_temp mean=33.50.",True,False,0.5427,1.0187,-0.03,-0.079,0.089,3.071,0.011,"wrist_eda,bvp"
6,1590,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.9 vs subject baseline, mean=28.12) reduced bvp (z=-1.1 vs subject baseline, mean=-0.98) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=0.03, wrist_temp mean=33.43.",True,False,0.5328,1.0231,-0.508,-0.041,-1.071,2.908,-0.045,"wrist_eda,bvp"
6,1591,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.2 vs subject baseline, mean=23.32) elevated bvp (z=+0.6 vs subject baseline, mean=0.52) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=0.04, wrist_temp mean=33.41.",True,False,0.5023,1.0019,-0.333,0.013,0.632,2.204,-0.06,"wrist_eda,bvp"
6,1592,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.4 vs subject baseline, mean=24.49) reduced ecg (z=-0.4 vs subject baseline, mean=0.00) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.05, bvp mean=-0.03, wrist_temp mean=33.45.",True,False,0.5146,1.0094,-0.443,0.067,0.013,2.376,-0.029,"wrist_eda,ecg"
6,1594,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+2.2 vs subject baseline, mean=23.13) elevated ecg (z=+0.5 vs subject baseline, mean=0.01) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.04, bvp mean=-0.25, wrist_temp mean=33.35.",True,False,0.5017,0.9875,0.472,0.028,-0.239,2.175,-0.106,"wrist_eda,ecg"
6,1595,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.3 vs subject baseline, mean=24.07) reduced bvp (z=-0.1 vs subject baseline, mean=-0.15) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=0.04, wrist_temp mean=33.33.",True,False,0.546,1.2634,-0.03,-0.024,-0.13,2.313,-0.127,"wrist_eda,bvp"
6,1596,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.4 vs subject baseline, mean=24.42) reduced ecg (z=-0.5 vs subject baseline, mean=0.00) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=0.02, bvp mean=0.31, wrist_temp mean=33.31.",True,False,0.5145,1.0044,-0.49,-0.106,0.388,2.365,-0.139,"wrist_eda,ecg"
6,1597,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). elevated wrist_eda (z=+2.6 vs subject baseline, mean=25.77) elevated bvp (z=+2.2 vs subject baseline, mean=1.88) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening. Other readings: ecg mean=0.00, resp mean=-0.00, wrist_temp mean=33.35.",True,False,0.5367,1.0061,-0.343,-0.237,2.165,2.563,-0.107,"wrist_eda,bvp"
6,1598,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show an abrupt, high-amplitude pattern (elevated kurtosis/peak-to-peak vs this subject's baseline). reduced bvp (z=-3.0 vs subject baseline, mean=-2.70) elevated wrist_eda (z=+2.8 vs subject baseline, mean=27.24) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.00, resp mean=-0.01, wrist_temp mean=33.42.",True,False,0.5528,1.1081,-0.517,-0.302,-3.015,2.779,-0.054,"bvp,wrist_eda"
6,1599,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+2.7 vs subject baseline, mean=26.75) elevated ecg (z=+1.0 vs subject baseline, mean=0.01) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=-0.03, bvp mean=0.67, wrist_temp mean=33.44.",True,False,0.544,1.04,1.008,-0.403,0.8,2.707,-0.039,"wrist_eda,ecg"
6,1600,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated wrist_eda (z=+2.5 vs subject baseline, mean=25.57) reduced ecg (z=-1.4 vs subject baseline, mean=-0.00) Relevant topics: electrodermal activity skin conductance sympathetic stress arousal sweat response electrocardiogram rhythm irregularity heart rate variability arrhythmia ectopic beats atrial fibrillation. Other readings: resp mean=-0.05, bvp mean=0.16, wrist_temp mean=33.46.",True,False,0.5295,1.0562,-1.417,-0.527,0.228,2.533,-0.021,"wrist_eda,ecg"
6,1601,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. reduced bvp (z=-2.3 vs subject baseline, mean=-2.07) elevated wrist_eda (z=+2.3 vs subject baseline, mean=23.75) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=-0.00, resp mean=-0.07, wrist_temp mean=33.50.",True,False,0.5134,1.0109,-0.734,-0.619,-2.299,2.266,0.008,"bvp,wrist_eda"
6,1602,"Biosignal window flagged by the Isolation Forest anomaly detector. Deviating channels show a sustained level shift from this subject's baseline. elevated bvp (z=+2.4 vs subject baseline, mean=2.07) elevated wrist_eda (z=+2.3 vs subject baseline, mean=23.69) Relevant topics: photoplethysmography pulse waveform amplitude perfusion signal quality motion artifact atrial fibrillation screening electrodermal activity skin conductance sympathetic stress arousal sweat response. Other readings: ecg mean=0.01, resp mean=-0.09, wrist_temp mean=33.56.",True,False,0.5303,1.0021,0.68,-0.75,2.381,2.257,0.056,"bvp,wrist_eda"
